pair,trial,repetition,role,tangram,message,num_words,correct
pair50,8,1,director,L,person with legs that look like '>' pointing right,9,0
pair50,9,1,director,K,"person pointing right, but not'>' instead it looks like two triangles pointing right",13,0
pair50,10,1,director,F,person sitting/laying down to the left. upside down triangle at the bottom left,13,1
pair50,11,1,director,G,"parallelogram at the bottom, with two triangles to the right side of the thing",14,0
pair50,11,1,director,G,the triangles seem to be only touching by the tips,10,0
pair50,12,1,director,C,"looks like a person raising both arms, with a body slanted pointing to the bottom right",16,1
pair50,13,2,director,H,hexagon person with the triangle to bottom right,8,1
pair50,14,2,director,E,rabbit ears,2,1
pair50,14,2,director,E,with the triangle base,4,1
pair50,15,2,director,L,person with the '>' legs,5,0
pair50,16,2,director,G,"the one with a parallelogram on the bottom left, and two triangles touching with the tip on the right side",20,1
pair50,17,2,director,C,"person raising both arms, with a body slanted pointing to the bottom right",13,1
pair50,18,2,director,B,the sitting person getting stabbed in the neck by a triangle,11,1
pair50,19,2,director,A,"the one that looks like he's about to throw a pitch, with the square head to the top right, 2 feet pointed left",23,0
pair50,19,2,matcher,A,the pitcher,2,0
pair50,20,2,director,F,"the person laying down, with the upside down triangle on the bottom left",13,1
pair50,20,2,matcher,F,the hobo,2,1
pair50,21,2,director,I,ice skater,2,1
pair50,22,2,director,D,the rectangle base with feet/arms pointing left,7,1
pair50,22,2,director,D,and the diamond head on top of the triangle,9,1
pair50,22,2,matcher,D,monk left?,2,1
pair50,23,2,director,J,"rectangle base, right part somewhat missing",6,1
pair50,23,2,matcher,J,toddler facing right?,3,1
pair50,23,2,director,J,"the rectangle base, not hexagon",5,1
pair50,24,2,matcher,K,toddler facing right,3,0
pair50,24,2,director,K,"kneeling facing right, but not the '>' legs. looks like a fast forward icon for the legs",17,0
pair50,24,2,matcher,K,squatting monk?,2,0
pair50,24,2,director,K,isn't the squatting one the '>',6,0
pair50,25,3,matcher,H,kneeling,1,1
pair50,25,3,director,H,hexagon base with the triangle bottom right,7,1
pair50,25,3,matcher,H,baby,1,1
pair50,26,3,director,G,"parallelogram on the bottom left, and two triangles touching with the tip on the right side",16,1
pair50,26,3,director,G,with the square looks like it's sliding down a left slope at the top,14,1
pair50,27,3,matcher,F,low kick,2,1
pair50,27,3,director,F,hobo,1,1
pair50,28,3,director,E,rabbit ears,2,1
pair50,29,3,director,A,pitcher,1,1
pair50,30,3,director,I,skater,1,1
pair50,31,3,director,B,neck stab,2,1
pair50,32,3,director,K,kneeling to the right,4,1
pair50,33,3,director,L,'>' right,2,1
pair50,34,3,director,C,"person raising both arms, with a body slanted pointing to the bottom right",13,1
pair50,34,3,matcher,C,ghost,1,1
pair50,35,3,director,J,the rectangle with the missing right side,7,1
pair50,36,3,director,D,monk left,2,1
pair50,37,4,director,I,skater,1,1
pair50,38,4,director,G,"parallelogram on the bottom left, and two triangles touching with the tip on the right side low kick (forgot what it's called)",22,1
pair50,39,4,matcher,D,low kick,2,1
pair50,39,4,director,D,monk left,2,1
pair50,40,4,director,H,toddler facing right,3,0
pair50,41,4,matcher,K,baby,1,1
pair50,41,4,director,K,kneeling monk right,3,1
pair50,42,4,director,E,rabbit ears,2,1
pair50,43,4,director,A,pitcher,1,1
pair50,44,4,director,F,hobo,1,1
pair50,45,4,director,C,ghost,1,1
pair50,46,4,director,J,toddler facing right,3,1
pair50,47,4,director,L,'>' legs,2,1
pair50,48,4,director,B,triangle stab,2,1
pair50,49,5,director,E,rabbit ears,2,1
pair50,50,5,director,L,'>' legs,2,1
pair50,51,5,director,C,ghost,1,1
pair50,52,5,director,A,pitcher,1,1
pair50,53,5,director,I,skater,1,1
pair50,54,5,director,F,hobo,1,1
pair50,55,5,director,B,triangle stab,2,1
pair50,56,5,director,G,low kick,2,1
pair50,57,5,director,J,toddler facing right,3,1
pair50,58,5,director,H,baby,1,1
pair50,59,5,director,D,monk left,2,1
pair50,60,5,director,K,kneeling monk right,3,1
pair50,61,6,director,G,low kick,2,1
pair50,62,6,director,E,rabbit ears,2,1
pair50,63,6,director,I,skater,1,1
pair50,64,6,director,B,triangle stab,2,1
pair50,65,6,director,D,monk left,2,1
pair50,66,6,director,J,toddler facing right,3,1
pair50,67,6,director,A,pitcher,1,1
pair50,68,6,director,K,kneeling monk right,3,0
pair50,69,6,director,L,'>' legs,2,1
pair50,70,6,director,F,hobo,1,1
pair50,71,6,director,C,ghost,1,1
pair50,72,6,director,H,baby,1,1
pair51,1,1,director,J,it looks like a partial box with a diamond head,10,1
pair51,1,1,director,J,the right part of the box is missing,8,1
pair51,2,1,director,L,this one looks like a man with his knees bent to the right and holding his hands out to the right,21,1
pair51,2,1,matcher,L,does he have a mini triangle protruding from his back?,10,1
pair51,2,1,matcher,L,are his hands together or apart?,6,1
pair51,2,1,director,L,together,1,1
pair51,3,1,director,D,this one the man is facing to the left and holding a book,13,1
pair51,3,1,director,D,it looks like a priest in a robe,8,1
pair51,4,1,director,I,the man is holding his arms out to the left and he is balancing on 1 leg,17,1
pair51,4,1,director,I,his other leg is going right,6,1
pair51,5,1,director,B,this one there is the diamond head and then a triangle hanging off of it,15,1
pair51,5,1,director,B,could look like someone sitting on their knees?,8,1
pair51,5,1,matcher,B,triangle coming out of the back as well?,8,1
pair51,6,1,director,H,this one is sort of bean shaped with a diamond head,11,1
pair51,6,1,director,H,no arms,2,1
pair51,7,1,director,K,big triangle coming out of the right side and a small one out of the left,16,1
pair51,7,1,director,K,could look like someone on their knees,7,1
pair51,8,1,director,F,this one is like a person sitting down with his legs out facing left,14,1
pair51,9,1,director,C,"this one has both arms out to the sides, like his arms are up praying",15,0
pair51,9,1,matcher,C,also looks like he is sitting on his knees?,9,0
pair51,9,1,director,C,looks like there are no legs,6,0
pair51,9,1,director,C,he has an arm to the right and one to the left,12,0
pair51,10,1,director,E,this one looks like a bunny,6,1
pair51,10,1,director,E,2 triangles are coming out of the head,8,1
pair51,11,1,director,A,this one looks like he is about to take a big step,12,1
pair51,11,1,matcher,A,arms facing to left?,4,1
pair51,11,1,director,A,and his head is tilted toward the far right corner,10,1
pair51,12,1,director,G,"this one the head is tilted toward the top left corner, the arms facing right",15,1
pair51,12,1,director,G,and the body goes toward the bottom left corner with a small triangle in bottom right corner,17,1
pair51,13,2,director,B,this one looks like someone on their knees again and the triangle hanging off the head,16,1
pair51,14,2,director,H,this one has the bean body,6,1
pair51,15,2,director,E,bunny,1,1
pair51,16,2,director,A,walking with right tilting head,5,1
pair51,17,2,director,J,box with right bottom portion missing,6,1
pair51,18,2,director,F,person sitting and facing to the left,7,1
pair51,19,2,director,D,priest holding out a bible,5,1
pair51,20,2,director,C,person with their arms up in the air,8,1
pair51,21,2,director,L,person pending knees and holding both arms out together to the right,12,1
pair51,22,2,director,K,person sitting on knees with big triangle on right and small one out of the back,16,1
pair51,23,2,director,I,person facing left with arms out and balancing on 1 leg,11,1
pair51,23,2,director,I,other leg out to the right,6,1
pair51,24,2,director,G,"person with body bend toward bottom left, arms are held up toward top right",14,1
pair51,24,2,director,G,small triangle hanging in bottom right,6,1
pair51,25,3,director,E,bunny,1,1
pair51,26,3,director,A,person taking a step to the left,7,1
pair51,27,3,director,H,bean,1,1
pair51,28,3,director,B,triangle hanging off of head,5,1
pair51,29,3,director,G,small triangle hanging in bottom right corner,7,1
pair51,30,3,director,D,priest,1,1
pair51,31,3,director,J,box,1,1
pair51,32,3,director,K,big triangle to the right and small one to the left,11,1
pair51,33,3,director,L,bending knees and holding arms out to right,8,1
pair51,34,3,director,C,arms up in the air,5,1
pair51,35,3,director,F,sitting down and facing left,5,1
pair51,36,3,director,I,balancing on one leg,4,1
pair51,37,4,director,E,bunny,1,1
pair51,38,4,director,F,sitting down,2,1
pair51,39,4,director,B,triangle off of head,4,1
pair51,40,4,director,G,small triangle bottom right,4,1
pair51,41,4,director,K,big triangle right and small triangle left,7,1
pair51,42,4,director,C,arms up,2,1
pair51,43,4,director,A,walking,1,1
pair51,44,4,director,H,bean,1,1
pair51,45,4,director,D,priest,1,1
pair51,46,4,director,L,bent knees,2,1
pair51,47,4,director,I,balancing on 1 leg,4,1
pair51,48,4,director,J,box,1,1
pair51,49,5,director,K,big triangle right and small left,6,1
pair51,50,5,director,F,sitting down,2,1
pair51,51,5,director,H,bean,1,1
pair51,52,5,director,L,bent knees,2,1
pair51,53,5,director,J,box,1,1
pair51,54,5,director,G,small triangle bottom right,4,1
pair51,55,5,director,C,arms in air,3,1
pair51,56,5,director,D,priest,1,1
pair51,57,5,director,B,triangle off head,3,1
pair51,58,5,director,A,walking,1,1
pair51,59,5,director,I,balancing,1,1
pair51,60,5,director,E,bunny,1,1
pair51,61,6,director,D,priest,1,1
pair51,62,6,director,L,bent knees,2,1
pair51,63,6,director,B,triangle off head,3,1
pair51,64,6,director,J,box,1,1
pair51,65,6,director,A,walking,1,1
pair51,66,6,director,G,small triangle bottom right,4,1
pair51,67,6,director,H,bean,1,1
pair51,68,6,director,I,balancing,1,1
pair51,69,6,director,K,big triangle right small left,5,1
pair51,70,6,director,C,arms in air,3,1
pair51,71,6,director,F,sitting,1,1
pair51,72,6,director,E,bunny,1,1
pair52,1,1,director,D,looks like a person facing the left with a plate,10,1
pair52,2,1,director,L,person facing right kinda kneeling with a plate,8,1
pair52,2,1,director,L,squatting maybe,2,1
pair52,2,1,matcher,L,"so the one with the point out the back, not the more flat back?",14,1
pair52,2,1,director,L,flat back,2,1
pair52,3,1,director,A,"head thrown back, one leg lifted facing left",8,1
pair52,4,1,director,H,"flat back, kneeling",3,0
pair52,4,1,director,H,facing right,2,0
pair52,5,1,director,F,"sitting, legs out facing right",5,1
pair52,5,1,director,F,left,1,1
pair52,6,1,director,K,"kneeling, facing with with plate, pointed back",7,1
pair52,6,1,director,K,right,1,1
pair52,7,1,director,C,falling backwards towards left,4,1
pair52,7,1,director,C,arms up,2,1
pair52,7,1,matcher,C,"falling towards the left, or arms aiming left?",8,1
pair52,7,1,director,C,falling towards left,3,1
pair52,7,1,matcher,C,"ah, both arms up, one on each side?",8,1
pair52,7,1,director,C,both up,2,1
pair52,8,1,director,E,"sitting, facing right, big bow on head",7,1
pair52,9,1,director,I,"facing left, standing on one leg, arms out left, one leg up pointing right",14,1
pair52,10,1,director,G,kinda looks like a high heel shoe with the heel on the right,13,1
pair52,11,1,director,J,flat on left side below head,6,1
pair52,11,1,director,J,on the right there is a point at top and bottom,11,1
pair52,11,1,director,J,facing right,2,1
pair52,12,1,director,B,"sitting, facing right, head tilted, big pony tail",8,1
pair52,12,1,director,B,facing left,2,1
pair52,13,2,director,I,"one leg down, one leg up on right",8,1
pair52,13,2,director,I,arms left,2,1
pair52,14,2,director,B,sitting big pony tail,4,1
pair52,15,2,director,G,shoe,1,1
pair52,16,2,director,H,"sitting facing right, no arms",5,1
pair52,16,2,director,H,flat back,2,1
pair52,16,2,director,H,no bow,2,1
pair52,17,2,director,J,"flat back below head, point on right top and bottom",10,1
pair52,18,2,director,L,slight kneel facing right with plate flat back,8,1
pair52,19,2,director,F,facing left sitting legs bent at knees,7,1
pair52,20,2,director,A,facing left head thrown back one leg down one leg up arms left,13,0
pair52,21,2,director,D,facing left flat back standing holding plate,7,1
pair52,22,2,director,C,falling towards left,3,1
pair52,22,2,director,C,arms up,2,1
pair52,23,2,director,K,kneeling facing right pointy back with plate,7,1
pair52,24,2,director,E,"sitting, facing right, big bow",5,1
pair52,25,3,director,K,"kneeling, right, point back, plate",5,1
pair52,26,3,director,C,"falling left, arms up",4,1
pair52,27,3,director,J,"flat back below head, right point top and bottom",9,1
pair52,28,3,director,D,"facing left, standing, with plate, flat back",7,1
pair52,28,3,director,D,standing,1,1
pair52,29,3,director,F,"sitting, legs bent at knees",5,1
pair52,29,3,director,F,facing left,2,1
pair52,30,3,director,L,"squat, plate, facing right, flat back",6,1
pair52,31,3,director,A,"facing left, head thrown back, one leg up, one left down, arms left",13,0
pair52,32,3,director,E,big bow on head,4,1
pair52,33,3,director,G,shoe,1,1
pair52,34,3,director,B,big pony tail,3,1
pair52,35,3,director,H,"kneeling, facing right, flat back",5,1
pair52,36,3,director,I,"facing left, one leg down, one leg up towards the right, arms left",13,1
pair52,37,4,director,J,"flat back below head, point on right top and bottom",10,1
pair52,38,4,director,K,"kneeling facing right, pointy back",5,1
pair52,38,4,director,K,plate,1,1
pair52,39,4,director,F,sitting legs bent at knees,5,1
pair52,40,4,director,G,shoe,1,1
pair52,41,4,director,I,"one leg down, one leg up towards right",8,1
pair52,42,4,director,B,pony tail,2,1
pair52,43,4,director,L,"squat, facing right, plate",4,1
pair52,44,4,director,H,"facing right, flat back, kneel",5,0
pair52,45,4,director,C,falling left arms up,4,1
pair52,46,4,director,D,standing facing left plate flat back,6,1
pair52,47,4,director,E,big bow,2,1
pair52,48,4,director,A,facing left head back one leg up towards left,9,1
pair52,49,5,director,D,"standing, facing left, flat back",5,1
pair52,50,5,director,E,big bow,2,1
pair52,51,5,director,L,"squat, right, plate, flat back",5,1
pair52,52,5,director,C,falling left arms up,4,1
pair52,53,5,director,A,one leg up on left,5,1
pair52,53,5,director,A,head back,2,1
pair52,54,5,director,B,pony tail,2,1
pair52,55,5,director,K,"right, kneel, plate, pointy back",5,1
pair52,56,5,director,G,shoe,1,1
pair52,57,5,director,H,"left, kneel, flat back",4,0
pair52,58,5,director,F,legs bent at knees,4,1
pair52,59,5,director,I,one leg up right,4,1
pair52,60,5,director,J,"flat back, facing right point at top and bottom",9,1
pair52,61,6,director,C,falling arms up,3,1
pair52,62,6,director,A,one leg up left,4,1
pair52,63,6,director,G,shoe,1,1
pair52,64,6,director,E,big bow,2,1
pair52,65,6,director,I,one leg up right,4,1
pair52,66,6,director,L,squat right plate,3,1
pair52,67,6,director,H,kneel right flat back,4,0
pair52,68,6,director,J,flat back right point top and bottom,7,1
pair52,69,6,director,F,legs bent at knees,4,1
pair52,70,6,director,D,standing left with [plate,4,1
pair52,70,6,director,D,flat back,2,1
pair52,71,6,director,K,pointy back right kneel plate,5,1
pair52,72,6,director,B,pony tail,2,1
pair53,1,1,director,F,looks like a man sitting down,6,1
pair53,2,1,director,C,a man flying,3,1
pair53,3,1,director,K,two diamond shapes above it stacked,6,1
pair53,4,1,director,D,a priest praying,3,1
pair53,5,1,director,E,a rabbit sitting next to something,6,1
pair53,6,1,director,G,a shoe,2,0
pair53,7,1,director,L,a man bending at the knees,6,1
pair53,8,1,director,J,a cliff with a diamond at the top,8,0
pair53,9,1,director,A,a man looking at the ground with his leg up,10,0
pair53,10,1,matcher,H,"aw, i would have said that one was doing the zombie walk",12,1
pair53,10,1,matcher,H,likening to a person's silhouette works,6,1
pair53,10,1,matcher,H,feel free to be silly with your explanations,8,1
pair53,10,1,director,H,this one's hard because a lot of them look like they're sitting,12,1
pair53,10,1,director,H,looks like a man sitting staring forward,7,1
pair53,11,1,director,B,"a dog laying down looking up at its owner, big floppy ears",12,0
pair53,12,1,matcher,I,"aw, that was a weird shape for sure",8,1
pair53,12,1,director,I,a man with two hands forward kicking his leg behind him,11,1
pair53,13,2,matcher,D,he's ice skating!,3,1
pair53,13,2,director,D,priest again,2,1
pair53,14,2,director,F,man sitting next to something looking down,7,1
pair53,15,2,director,L,bending at the knees,4,1
pair53,16,2,director,H,looking forward,2,1
pair53,17,2,director,J,"cliff with a diamond at the top, cliff on the right side",12,0
pair53,17,2,director,J,straight edge on left,4,0
pair53,18,2,director,K,diamond balancing at the top,5,0
pair53,19,2,director,E,bunny sitting next to something looking down,7,1
pair53,20,2,director,G,"looks kind of like a shoe with a heel, also diamond falling off the left side of the top",19,1
pair53,21,2,director,A,"man kicking his leg up in the air, diamond falling off his back",13,1
pair53,22,2,director,C,flying man,2,1
pair53,23,2,director,I,ice skater,2,1
pair53,24,2,director,B,dog looking up at owner,5,0
pair53,25,3,director,E,bunny by tree,3,1
pair53,26,3,director,H,looking forward,2,1
pair53,27,3,director,K,2 diamonds stacked on top,5,1
pair53,28,3,director,J,diamond on cliff,3,1
pair53,29,3,director,D,priest,1,1
pair53,30,3,director,F,man sitting looking down,4,1
pair53,31,3,director,L,leg bend,2,1
pair53,32,3,director,I,ice skater,2,1
pair53,33,3,director,A,"leg up, diamond falling on back",6,1
pair53,34,3,director,G,shoe,1,1
pair53,35,3,director,B,dog looking up at owner,5,1
pair53,36,3,director,C,flying,1,1
pair53,37,4,director,K,2 balancing,2,1
pair53,37,4,director,K,two stacked,2,1
pair53,38,4,director,F,man sitting looking down,4,1
pair53,39,4,director,E,bunny by tree,3,1
pair53,40,4,director,L,leg bend,2,1
pair53,41,4,director,I,ice skater,2,1
pair53,42,4,director,B,dog,1,1
pair53,43,4,director,J,cliff,1,1
pair53,44,4,director,A,"leg up, diamond on back",5,1
pair53,45,4,director,C,flying,1,1
pair53,46,4,director,D,priest,1,1
pair53,47,4,director,G,shoe,1,1
pair53,48,4,director,H,looking forward,2,1
pair53,49,5,director,B,dog,1,1
pair53,50,5,director,G,shoe,1,1
pair53,51,5,director,C,flying,1,1
pair53,52,5,director,K,2 stacked,2,1
pair53,53,5,director,H,looking forward,2,1
pair53,54,5,director,F,sitting looking down,3,1
pair53,55,5,director,I,ice skater,2,1
pair53,56,5,director,A,"leg up, diamond on back",5,1
pair53,57,5,director,D,priest,1,1
pair53,58,5,director,J,cliff,1,1
pair53,59,5,director,E,bunny,1,1
pair53,60,5,director,L,leg bend,2,1
pair53,61,6,director,E,bunny,1,1
pair53,62,6,director,C,flying,1,1
pair53,63,6,director,J,cliff,1,1
pair53,64,6,director,H,look forward,2,1
pair53,65,6,director,F,"sitting, looking down",3,1
pair53,66,6,director,D,priest,1,1
pair53,67,6,director,A,"leg up, diamond on back",5,1
pair53,68,6,director,I,ice skater,2,1
pair53,69,6,director,K,stacked,1,1
pair53,70,6,director,G,shoe,1,1
pair53,71,6,director,B,dog,1,1
pair53,72,6,director,L,man bending at knees,4,1
pair54,1,1,director,I,looks like a ballerina leaning left with foot up and pointing to the right,14,1
pair54,1,1,matcher,I,the foot is pointing right?,5,1
pair54,1,1,director,I,yes and two triangle points are pointing left like arms,10,1
pair54,2,1,director,K,looks like a person facing right and kneeling down. flat bottom,11,0
pair54,3,1,director,H,this one is hard. triangle on top. pentagon under that. then slanted bottom on left side and triangle pointing to right .,22,1
pair54,3,1,director,H,all filled in black. no spaces between shapes.,8,1
pair54,3,1,director,H,not a triangle on top! a tilted square.,8,1
pair54,3,1,matcher,H,"the triangle pointing right at bottom, is that the part that sticks out the furthest overall?",16,1
pair54,3,1,director,H,yes. the rest is kind of straight up and down except the slant on the bottom left.,17,1
pair54,4,1,director,G,this one has a long flat bottom on the left. goes up to the right and has a triangle hanging off the bottom right.,24,1
pair54,4,1,director,G,top has a square touching only by a corner on the left side of the figure.,16,1
pair54,4,1,matcher,G,does the top square look like it is falling down the left side?,13,1
pair54,4,1,director,G,yes.,1,1
pair54,5,1,director,J,diamond on top. a rectangle on bottom but with part of the right side missing.,15,1
pair54,6,1,director,B,tilted square top. to the right and a bit below is a medium size triangle. there is a sharp point to the left of the figure at the top. bottom looks like someone kneeling.,34,1
pair54,6,1,director,B,a small triangle on the bottom left form the feet.,10,1
pair54,6,1,matcher,B,"is the left point smaller than the right? is the left side from bottom, straight up - then two triangle points that are even with each other?",27,1
pair54,6,1,matcher,B,"i see them as people too, so that works.",9,1
pair54,6,1,director,B,it looks like a tilted square head with shoulders underneath long and to the left then a triangle kind of hanging under the head to the right,27,1
pair54,6,1,director,B,the bottom right corner has straight side and straight bottom,10,1
pair54,6,1,director,B,and a tiny triangle as a foot on the bottom left,11,1
pair54,7,1,director,D,this one looks like a person facing right wearing a robe with a long sleeve hanging down from an outstretched arm.,21,1
pair54,7,1,director,D,facing left,2,1
pair54,8,1,director,A,looks like a monster facing left with a long triangle nose pointing down. has a square on its back and one foot is in the air (on left) and one is flat on the ground.,35,1
pair54,9,1,director,E,bottom has flat left side and flat bottom. top has a square leaning right with two separate triangles on top.,20,1
pair54,9,1,director,E,the triangles look almost like rabbit ears.,7,1
pair54,10,1,director,L,another person looking right. looks like they are in the process of kneeling but didn't go all the way down...,20,1
pair54,10,1,director,L,big triangle pointing out to right,6,1
pair54,11,1,director,F,looks like a person who could be leaning against a tree or something. sitting down with head tilted slightly left and feet stretched out to left. knees up.,28,1
pair54,12,1,director,C,looks like a person celebrating with arms raised but they are falling to the left.,15,1
pair54,13,2,director,J,the one with the diamond on top and the rectangle bottom with part of the right side missing.,18,1
pair54,13,2,director,J,saw it before.,3,1
pair54,14,2,director,H,the tilted square top and triangle sticking out to the bottom right. no spaces between shapes.,16,1
pair54,15,2,director,L,person looking right and starting to kneel.,7,1
pair54,15,2,director,L,big triangle to right,4,1
pair54,15,2,matcher,L,lets call that last one blob,6,1
pair54,16,2,director,F,person leaning against the tree,5,1
pair54,17,2,director,E,rabbit ears,2,1
pair54,18,2,director,A,monster with foot raised,4,1
pair54,19,2,director,I,ballerina with foot pointing right,5,1
pair54,20,2,director,G,the hard one with the square head hanging off to the left,12,1
pair54,20,2,matcher,G,falling square?,2,1
pair54,20,2,director,G,yes and has the small triangle hanging off bottom right,10,1
pair54,21,2,director,B,falling left head?,3,1
pair54,21,2,director,B,"ok this one is the one with the tilted square, triangle under and to the right, long left triangle point and small triangle on bottom left that looks like a foot",31,1
pair54,22,2,matcher,D,lets call that one foot,5,1
pair54,22,2,director,D,this is the guy in a robe reaching out left with sleeve hanging. we can call him graduate.,18,1
pair54,23,2,director,K,"i think this is one we haven't seen. diamond head, sharp triangle point to right in middle, bottom left has straight side and bottom",24,1
pair54,24,2,director,C,arms raised and falling over to the left,8,1
pair54,25,3,director,G,head falling left,3,1
pair54,26,3,director,F,sitting against a tree,4,1
pair54,27,3,director,B,foot,1,1
pair54,28,3,director,A,monster,1,1
pair54,29,3,director,K,"triangle, sharp point to right, bottom left straight side and bottom...maybe we can call it kneeling",16,1
pair54,29,3,director,K,not a triangle a diamond head,6,1
pair54,30,3,matcher,C,kneeling works,2,1
pair54,30,3,director,C,falling left with arms raised,5,1
pair54,31,3,director,D,graduate,1,1
pair54,32,3,director,H,blob,1,1
pair54,33,3,director,J,diamond head rectangle body with right side missing,8,1
pair54,34,3,matcher,L,broken rectangle,2,1
pair54,34,3,director,L,on his way to kneeling,5,1
pair54,35,3,director,E,rabbit ears,2,1
pair54,36,3,director,I,ballerina,1,1
pair54,37,4,director,G,head falling left,3,1
pair54,38,4,director,L,almost kneeling,2,1
pair54,39,4,director,B,foot,1,1
pair54,40,4,director,I,ballerina,1,1
pair54,41,4,director,J,broken rectangle,2,1
pair54,42,4,director,D,graduate,1,1
pair54,43,4,director,F,sitting against a tree,4,1
pair54,44,4,director,K,kneeling,1,1
pair54,45,4,director,E,rabbit,1,1
pair54,46,4,director,C,hands up falling left,4,1
pair54,47,4,director,H,blob,1,1
pair54,48,4,director,A,monster,1,1
pair54,49,5,director,A,monster again,2,1
pair54,50,5,director,D,grad,1,1
pair54,51,5,director,C,arms up falling left,4,1
pair54,51,5,director,C,left,1,1
pair54,52,5,matcher,H,lets call that one jeremy,5,1
pair54,52,5,director,H,blob,1,1
pair54,53,5,director,L,almost kneeling,2,1
pair54,54,5,director,K,kneeling,1,1
pair54,55,5,director,J,broken rectangle,2,1
pair54,56,5,director,I,ballerina,1,1
pair54,57,5,director,G,head falling left,3,1
pair54,58,5,director,E,rabbit,1,1
pair54,59,5,director,F,sitting against tree,3,1
pair54,60,5,director,B,foot,1,1
pair54,61,6,director,A,monster,1,1
pair54,62,6,director,B,foot,1,1
pair54,63,6,director,E,rabbit,1,1
pair54,64,6,director,I,ballerina,1,1
pair54,65,6,director,D,graduate,1,1
pair54,66,6,director,J,broken rectangle,2,1
pair54,67,6,director,H,blob,1,1
pair54,68,6,director,C,jeremy,1,1
pair54,69,6,director,L,almost kneeling,2,1
pair54,70,6,director,F,sitting against a tree,4,1
pair54,71,6,director,G,head falling left,3,1
pair54,72,6,director,K,kneeling,1,1
pair55,1,1,director,F,figure is sitting down,4,1
pair55,2,1,matcher,I,reminds me of playing the atari 2600,7,0
pair55,2,1,director,I,looks like one leg on ground with head turned back,10,0
pair55,3,1,director,L,looks like person on knees begging,6,0
pair55,4,1,director,C,two arms in the air,5,1
pair55,5,1,director,A,"one foot on ground, other up in the air",9,0
pair55,6,1,director,J,head on almost rectangle block,5,1
pair55,7,1,director,D,arm out towards the left,5,1
pair55,8,1,director,E,block with large ears,4,1
pair55,9,1,director,K,on knees begging looking right.. looks like wearing a robe,10,1
pair55,10,1,director,G,"head facing left, arms facing right",6,1
pair55,11,1,director,B,figure is on knees speaking out of megaphone,8,1
pair55,12,1,director,H,just a head on a large block that curves right at bottom,12,1
pair55,13,2,director,J,block that curves in at bottom,6,0
pair55,14,2,director,F,sitting down looking to the left,6,1
pair55,15,2,director,C,arms in air,3,1
pair55,16,2,director,K,"on knees, looks like he's wearing robe",7,0
pair55,17,2,director,B,megaphone,1,1
pair55,18,2,director,H,head on block that curves to right at bottom,9,1
pair55,19,2,director,G,"head look left, arms going right",6,1
pair55,20,2,director,E,large ears,2,1
pair55,21,2,director,I,"head turned left, looks like he has tail",8,1
pair55,22,2,director,D,looking up with arm out towards left,7,1
pair55,22,2,matcher,D,"though it looked more like a leg, like an ice skater",11,1
pair55,22,2,director,D,i'll say ice skater,4,1
pair55,23,2,director,A,"one leg on ground, other leg kicking",7,1
pair55,24,2,director,L,on knees with arms out to the right,8,1
pair55,25,3,director,D,looking up with arm out towards left,7,1
pair55,26,3,director,B,megaphone,1,0
pair55,27,3,director,K,"on knees, wearing robe with arm to the right",9,1
pair55,28,3,director,A,"one leg on ground, other leg kicking",7,1
pair55,29,3,director,C,arms in air,3,1
pair55,30,3,director,J,head on a block that curves inward at bottom,9,0
pair55,31,3,director,G,"head look left, arms going right",6,1
pair55,32,3,director,L,on knees with arms out to the right,8,0
pair55,33,3,director,F,sitting down with back against right wall,7,1
pair55,34,3,director,E,large ears,2,1
pair55,35,3,director,I,ice skating,2,1
pair55,36,3,director,H,head on block that curves to right at bottom,9,1
pair55,37,4,director,F,sitting down with back against right wall,7,1
pair55,38,4,director,C,arms in air,3,1
pair55,39,4,director,J,head on a block that curves inward at bottom,9,1
pair55,40,4,director,L,on knees with arms out to the right,8,1
pair55,41,4,director,H,head on block that curves to right at bottom,9,1
pair55,42,4,director,K,"on knees, wearing robe with arm to the right",9,1
pair55,43,4,director,G,"head look left, arms going right",6,1
pair55,44,4,director,I,ice skating,2,1
pair55,45,4,director,B,on knees looks like speaking through microphone,7,1
pair55,46,4,director,E,large ears,2,1
pair55,47,4,director,D,looking up with arm out towards left,7,1
pair55,48,4,director,A,"one leg on ground, other leg kicking",7,1
pair55,49,5,director,A,"one leg on ground, other leg kicking",7,1
pair55,50,5,director,D,looking up with arm out towards left,7,1
pair55,51,5,director,H,head on block that curves to right at bottom,9,1
pair55,52,5,director,E,large ears,2,1
pair55,53,5,director,B,speaking through megaphone,3,1
pair55,54,5,director,I,ice skating,2,1
pair55,55,5,director,C,arms in air,3,1
pair55,56,5,director,F,sitting down with back against right wall,7,1
pair55,57,5,director,K,wearing robe,2,1
pair55,58,5,director,G,"head to left, both arms to right",7,1
pair55,59,5,director,J,head on a block that curves inward at bottom,9,1
pair55,60,5,director,L,on knees with arms out to the right,8,1
pair55,61,6,director,C,arms in air,3,1
pair55,62,6,director,D,looking up with arm out towards left,7,1
pair55,63,6,director,K,robe,1,1
pair55,64,6,director,B,speaking through megaphone,3,1
pair55,65,6,director,F,sitting down with back against right wall,7,1
pair55,66,6,director,H,head on block that curves to right at bottom,9,1
pair55,67,6,director,I,ice skating,2,1
pair55,68,6,director,E,large ears,2,1
pair55,69,6,director,A,"one leg on ground, other leg kicking",7,1
pair55,70,6,director,G,"head look left, arms going right",6,1
