group,group_size,trial,repetition,tangram,message,n_words,n_correct,n_matchers
group065,5,13,2,H,"it's ""head"" is facing to the right",7,4.0,4
group065,5,13,2,H,it looks like it's sat down,6,4.0,4
group065,5,13,2,H,almost like a foot type thing to the right,9,4.0,4
group065,5,13,2,H,NO bunny ears!,3,4.0,4
group065,5,13,2,H,it has a diamond at the top with nothing else,10,4.0,4
group065,5,13,2,H,looks like it's sat down facing the right,8,4.0,4
group065,5,13,2,H,it's the most solid block one,6,4.0,4
group065,5,14,2,B,okay this has a diamond head at the top with two triangles below it,14,4.0,4
group065,5,14,2,B,"as someone described before, it's the one with the triangle that is disconnected slightly and has space from the body",20,4.0,4
group065,5,14,2,B,it looks like a person sat down looking up to the left,12,4.0,4
group065,5,14,2,B,with its arms out,4,4.0,4
group065,5,14,2,B,I wouldn't say dancing as it looks sat down on a big fat block,14,4.0,4
group065,5,14,2,B,its butt is huge on the right,7,4.0,4
group065,5,14,2,B,with one little triangle leg/foot on the left,8,4.0,4
group065,5,15,2,F,this is the one that looks like it's sat down looking really sad,13,3.0,4
group065,5,15,2,F,"it has a triangle head, and its legs are to the left",12,3.0,4
group065,5,16,2,G,okay this is a weird looking one,7,3.0,4
group065,5,16,2,G,its bottom looks like a long shoe facing to the left,11,3.0,4
group065,5,16,2,G,with its two arm things behind it to the right,10,3.0,4
group065,5,16,2,G,almost like its fallen down and has its hands behind it to catch itself,14,3.0,4
group065,5,16,2,G,"one arm is a small triangle at the top right, other is a small triangle bottom right",17,3.0,4
group065,5,16,2,G,"I think it is like a cinderella shoe, to me it looks like a shoe yes",16,3.0,4
group065,5,17,2,J,okay this is one of the ones that looks like its standing up,13,4.0,4
group065,5,17,2,J,it has a diamond at the top,7,4.0,4
group065,5,17,2,J,and a huge block body,5,4.0,4
group065,5,17,2,J,and the left side of the body is fully black/square,10,4.0,4
group065,5,17,2,J,the right side it's like there's one arm up,9,4.0,4
group065,5,17,2,J,i wouldn't say it's facing a direction,7,4.0,4
group065,5,17,2,J,it has one tiny foot sticking out,7,4.0,4
group065,5,17,2,J,yes only one arm from it sticking out,8,4.0,4
group065,5,17,2,J,"and one ""foot""",3,4.0,4
group065,5,17,2,J,both on the right hand side,6,4.0,4
group065,5,18,2,D,this is the graduation looking one,6,3.0,4
group065,5,18,2,D,diamond head and standing at a podium facing to the left,11,3.0,4
group065,5,19,2,K,i think it looks like it's facing to the right,10,2.0,4
group065,5,19,2,K,it has one big triangle arm sticking out,8,2.0,4
group065,5,19,2,K,"one diamond head, and then a small partial diamond that blends into the triangle arm and the block body",19,2.0,4
group065,5,19,2,K,It looks like it's kneeling,5,2.0,4
group065,5,19,2,K,but it's the one with the BIG block at the base and like a big diamond butt,17,2.0,4
group065,5,19,2,K,"there's two it could be, but it's not the one that looks like it's kneeling where you can see the knees",21,2.0,4
group065,5,19,2,K,it's the one where the back of the knees are covered in a big triangle,15,2.0,4
group065,5,19,2,K,a triangle butt,3,2.0,4
group065,5,20,2,E,okay this looks like a sad bunny rabbit,8,4.0,4
group065,5,20,2,E,two triangles at the top,5,4.0,4
group065,5,21,2,L,okay now this is the second one that looks like it's sort of kneeling facing to the right,18,4.0,4
group065,5,21,2,L,has one triangle arm,4,4.0,4
group065,5,21,2,L,you can see the bend in the knees,8,4.0,4
group065,5,21,2,L,facing to the right,4,4.0,4
group065,5,22,2,I,this is one of those that looks like it's dancing,10,3.0,4
group065,5,22,2,I,to me it looks like a ballet dancer with two arms in front to the left and one leg kicked out back,22,3.0,4
group065,5,22,2,I,or like an ice skater,5,3.0,4
group065,5,23,2,C,like a guy falling backwards with its arms up in the air,12,4.0,4
group065,5,23,2,C,"his whole body is leaning back, like he fell from the right of the screen",15,4.0,4
group065,5,23,2,C,both his arms are up and out,7,4.0,4
group065,5,23,2,C,no legs,2,4.0,4
group065,5,24,3,J,"ok block body not facing any direction. Left side square, right side triangle ""arm"" cut out below to look like a foot",22,3.0,4
group065,5,24,3,J,doesn't look kneeling to me,5,3.0,4
group065,5,24,3,J,diamond on top,3,3.0,4
group065,5,24,3,J,body would be a square but the right hand side has cut outs,13,3.0,4
group065,5,25,3,G,yoga pose one,3,4.0,4
group065,5,25,3,G,cinderella show,2,4.0,4
group065,5,25,3,G,shoe,1,4.0,4
group065,5,25,3,G,zuda. hand up to the right small triangle at the bottom,11,4.0,4
group065,5,25,3,G,looks like only one arm,5,4.0,4
group065,5,25,3,G,"square at top ""falling"" back to the eft",8,4.0,4
group065,5,26,3,E,sad bunny,2,4.0,4
group065,5,26,3,E,looking down to the right,5,4.0,4
group065,5,27,3,H,"diamond at top. Block body, bottom going to the right",10,4.0,4
group065,5,27,3,H,it's the blocky one without arms,6,4.0,4
group065,5,28,3,A,the barney dancing one with one foot raised to the left,11,2.0,4
group065,5,28,3,A,diamond almost falling off the back,6,2.0,4
group065,5,28,3,A,left looks like a bit of a beak,8,2.0,4
group065,5,28,3,A,one foot flat on the floor other leg raised to the left,12,2.0,4
group065,5,28,3,A,looks like a bird looking down,6,2.0,4
group065,5,28,3,A,it's like a square at the back left looks like a beak,12,2.0,4
group065,5,28,3,A,facing left,2,2.0,4
group065,5,29,3,B,handmaid's tale,2,4.0,4
group065,5,29,3,B,kneeling with arms outstretched either side,6,4.0,4
group065,5,29,3,B,small triangle like a foot to the left,8,4.0,4
group065,5,30,3,D,podium dude,2,3.0,4
group065,5,31,3,I,ice skater dude,3,3.0,4
group065,5,31,3,I,back leg outstretched to the right,6,3.0,4
group065,5,32,3,K,"kneeling facing right, one arm outstretched. diamond at top on a partial diamond",13,3.0,4
group065,5,32,3,K,left (back) has a cut out,6,3.0,4
group065,5,32,3,K,triangle arm pointing right. Kneeing,5,3.0,4
group065,5,33,3,F,sad sitting looking down to the left,7,4.0,4
group065,5,34,3,C,"falling backwards dude. Both arms in the air, oblong body",10,4.0,4
group065,5,35,3,L,chevron knees,2,3.0,4
group065,5,35,3,L,triangle pointing right,3,3.0,4
group065,5,35,3,L,looks like he's hunching down,5,3.0,4
group065,5,35,3,L,you can see the cut out of the knees,9,3.0,4
group065,5,36,4,C,falling back guy,3,3.0,4
group065,5,36,4,C,two arms,2,3.0,4
group065,5,36,4,C,yep falling back,3,3.0,4
group065,5,37,4,K,like they have a triangle butt,6,4.0,4
group065,5,37,4,K,but not visible  knees,4,4.0,4
group065,5,37,4,K,it's the one someone describe as the weird one,9,4.0,4
group065,5,37,4,K,"triangle to the right and left, small to the left big to the right",14,4.0,4
group065,5,37,4,K,sort of like a triangle butt,6,4.0,4
group065,5,37,4,K,like there are lots of triangle in this one,9,4.0,4
group065,5,38,4,G,back leg one,3,0.0,4
group065,5,38,4,G,like i describe it as contemporary art,7,0.0,4
group065,5,38,4,G,i think someone said ballet,5,0.0,4
group065,5,39,4,L,one hand that is a triangle turning to the right,10,4.0,4
group065,5,39,4,L,knee one,2,4.0,4
group065,5,39,4,L,where they have visible knees bending,6,4.0,4
group065,5,39,4,L,bent knees,2,4.0,4
group065,5,39,4,L,no butt,2,4.0,4
group065,5,40,4,F,sat down no arms,4,4.0,4
group065,5,40,4,F,fat guy sat down,4,4.0,4
group065,5,40,4,F,not arms,2,4.0,4
group065,5,40,4,F,no bunny ears,3,4.0,4
group065,5,40,4,F,sat down with legs out,5,4.0,4
group065,5,40,4,F,middle bit is chunky,4,4.0,4
group065,5,40,4,F,yep to the left,4,4.0,4
group065,5,41,4,J,left side is square,4,4.0,4
group065,5,41,4,J,right side has triangle arm,5,4.0,4
group065,5,41,4,J,like a broken square,4,4.0,4
group065,5,41,4,J,to the right,3,4.0,4
group065,5,41,4,J,fat guy facing right,4,4.0,4
group065,5,42,4,E,sad bunny,2,4.0,4
group065,5,43,4,B,handmaiden,1,2.0,4
group065,5,43,4,B,triangles with gap,3,2.0,4
group065,5,44,4,H,no arms  big body,4,4.0,4
group065,5,44,4,H,diamond head,2,4.0,4
group065,5,44,4,H,sort of no arms or feet,6,4.0,4
group065,5,44,4,H,like a head and a body,6,4.0,4
group065,5,44,4,H,yep bent at the waist,5,4.0,4
group065,5,45,4,I,ice skater dude,3,3.0,4
group065,5,46,4,A,sad beak guy with square back,6,4.0,4
group065,5,46,4,A,or bird guy with square,5,4.0,4
group065,5,46,4,A,i got confused by that but the guy with a beak for a mouth,14,4.0,4
group065,5,47,4,D,podium guy,2,4.0,4
group065,5,48,5,G,"Cinderella shoe, square on top left, long shoe shape on bottom left",12,3.0,4
group065,5,49,5,K,triangle butt,2,4.0,4
group065,5,50,5,H,armless guy sitting down facing right,6,3.0,4
group065,5,50,5,H,bottom right has kind of a foot facing right.,9,3.0,4
group065,5,51,5,B,handmaid,1,3.0,4
group065,5,52,5,D,podium guy,2,3.0,4
group065,5,53,5,E,sad bunny,2,3.0,4
group065,5,54,5,C,"falling back guy, arms out, no legs",7,3.0,4
group065,5,55,5,F,"sad guy sitting down, facing left",6,3.0,4
group065,5,55,5,F,no arms,2,3.0,4
group065,5,56,5,A,sad bird,2,4.0,4
group065,5,57,5,I,ice skater standing on one long leg.,7,4.0,4
group065,5,58,5,L,Kneeling person with triangle arm pointed right.,7,3.0,4
group065,5,58,5,L,Not triangle butt,3,3.0,4
group065,5,58,5,L,visible knees,2,3.0,4
group065,5,59,5,J,"fat guy facing right, biggest body",6,4.0,4
group065,5,59,5,J,opera singer,2,4.0,4
group065,5,60,6,J,opera singer,2,3.0,4
group065,5,61,6,H,"fat guy sitting down, small foot",6,3.0,4
group065,5,61,6,H,not the one with long leg,6,3.0,4
group065,5,61,6,H,and no arms,3,3.0,4
group065,5,61,6,H,3 shapes total,3,3.0,4
group065,5,61,6,H,not looking down,3,3.0,4
group065,5,62,6,D,podium dude,2,4.0,4
group065,5,63,6,F,"sitting down with long leg, looking down",7,4.0,4
group065,5,64,6,L,chevron kneeler,2,3.0,4
group065,5,64,6,L,no booty,2,3.0,4
group065,5,65,6,E,sad bunny,2,3.0,4
group065,5,66,6,A,sad bird,2,4.0,4
group065,5,67,6,G,cinderella shoe,2,3.0,4
group065,5,68,6,I,ice skater dude/ballerina,3,4.0,4
group065,5,69,6,B,handmaid,1,3.0,4
group065,5,70,6,K,triangle butt,2,4.0,4
group065,5,71,6,C,falling back guy with two arms up top,8,3.0,4
group066,5,0,1,G,"Ok, so the picture looks like someone pushing a snowblower.",10,3.0,4
group066,5,0,1,G,"Long shape along the bottom, the ""head"" (diamond) is leaning over the long shape, and there's a triangle protruding out from the bottom, and one where the ""shoulders"" are.",29,3.0,4
group066,5,1,1,I,"Ok! So this time it kind of looks like someone who is ice-skating, with triangle arms outstretched towards the left side. One ""leg"" is raised, and one is straight.",29,3.0,4
group066,5,2,1,D,"Ok, so this time, it looks like a person holding a pot. The ""pot"" is on the left side. The body is straight, with ""feet"" also pointing towards the left side.",31,4.0,4
group066,5,2,1,D,"The ""head"" is just a diamond shape.",7,4.0,4
group066,5,3,1,J,"This time, it looks like a squat person, or a penguin, pointing his little triangle hand towards the right. His ""feet"" are also pointing towards the right. The left side of his body is just a straight line.",38,4.0,4
group066,5,3,1,J,His head is also a diamond shape.,7,4.0,4
group066,5,3,1,J,It looks like his hand. Like he's pointing.,8,4.0,4
group066,5,3,1,J,No knees bent!,3,4.0,4
group066,5,3,1,J,He's not squatting,3,4.0,4
group066,5,4,1,E,Ok! This one looks like a box about to tumble down the side of a mountain. The box has bunny ears.,21,4.0,4
group066,5,4,1,E,The mountain slopes down towards the right.,7,4.0,4
group066,5,5,1,K,"Hmm, ok this one is tough. It looks like someone kneeling, and facing the right side, while holding a bowl. BUT they are not squatting with their knees bent. The are kneeling with their ""feet"" sticking up on the left side",41,2.0,4
group066,5,5,1,K,"The ""bowl"" is a triangle pointing towards the right side.",10,2.0,4
group066,5,5,1,K,Their diamond head looks like it's stacked on another diamond,10,2.0,4
group066,5,6,1,A,"This one looks like a zombie! With their zombie arms bent but pointing towards the left, and they are walking towards the left side",24,4.0,4
group066,5,6,1,A,Their head is tilted backwards,5,4.0,4
group066,5,7,1,C,"This one looks like a spooky ghost. It's arms are outstretched, and it has no legs!",16,3.0,4
group066,5,7,1,C,Looks like it's flying,4,3.0,4
group066,5,7,1,C,Towards the upper left,4,3.0,4
group066,5,8,1,H,"This one looks like a baby bundled up. It has a diamond head, but then it's body is just a block shape, with a triangle at the bottom pointing towards the right.",32,4.0,4
group066,5,9,1,B,"This looks like a lady who has fallen to her knees, and her arms are outstretched. She is facing the right side, and a single ""foot"" triangle is pointing towards the left.",32,2.0,4
group066,5,9,1,B,Her arms are triangles and kind of look like bell sleeves.,11,2.0,4
group066,5,10,1,L,"This time it's a person squatting, knees bent, facing towards the right side, and it looks like they're holding a bowl. The bowl is a triangle pointing towards the right.",30,4.0,4
group066,5,10,1,L,Their knees make an arrow shape pointing towards the right.,10,4.0,4
group066,5,11,1,F,"This looks like a person who is down in the dumps. They are sitting hunched over, facing the left side. Their head is handing and their legs are bent, feet on the left hand side.",35,4.0,4
group066,5,12,2,D,man with bowl. bowl facing the left,7,4.0,4
group066,5,13,2,I,ice skating pic,3,4.0,4
group066,5,14,2,E,box with bunny ears down hill,6,4.0,4
group066,5,15,2,C,flying ghost,2,4.0,4
group066,5,16,2,K,lady standing with right arm out,6,0.0,4
group066,5,16,2,K,no knees bent,3,0.0,4
group066,5,17,2,J,"sorry guys, this is the straight line one",8,4.0,4
group066,5,17,2,J,with arm out,3,4.0,4
group066,5,17,2,J,right arm out,3,4.0,4
group066,5,18,2,F,man down in the dumps. hunch back and bending knees to the left,13,4.0,4
group066,5,19,2,B,hard one. diamond balancing on top of two triangles,9,0.0,4
group066,5,19,2,B,triangle facing left and one right,6,0.0,4
group066,5,19,2,B,no arms,2,0.0,4
group066,5,19,2,B,not the baby,3,0.0,4
group066,5,20,2,A,zombie with raised leg,4,2.0,4
group066,5,21,2,L,bending man with arms to the right,7,4.0,4
group066,5,21,2,L,and bending knees making an arrow,6,4.0,4
group066,5,22,2,G,snow scraper one,3,3.0,4
group066,5,23,2,H,cradling baby,2,3.0,4
group066,5,24,3,I,ice skater one,3,4.0,4
group066,5,24,3,I,right leg up,3,4.0,4
group066,5,25,3,H,baby wrapped in blanket,4,3.0,4
group066,5,26,3,L,kneeling to right. legs make arrow pointing to the right,10,3.0,4
group066,5,27,3,A,zombie man with head falling down back,7,4.0,4
group066,5,27,3,A,both feet point left,4,4.0,4
group066,5,28,3,K,woman holding baby on her knees,6,4.0,4
group066,5,28,3,K,feet pointed up,3,4.0,4
group066,5,28,3,K,arm pointing right,3,4.0,4
group066,5,28,3,K,stacked,1,4.0,4
group066,5,29,3,F,depressed man,2,4.0,4
group066,5,30,3,B,both arms outstretched,3,2.0,4
group066,5,30,3,B,waiting for a hug,4,2.0,4
group066,5,30,3,B,kneeling,1,2.0,4
group066,5,30,3,B,arms on left and right,5,2.0,4
group066,5,31,3,D,magician holding top hat facing left,6,4.0,4
group066,5,31,3,D,right side is straight line,5,4.0,4
group066,5,32,3,E,roger rabbit rolling down the hill,6,4.0,4
group066,5,32,3,E,or box with ears going down hill,7,4.0,4
group066,5,33,3,J,man with no left arm. straight line down. right arm out,11,3.0,4
group066,5,34,3,C,ghosty,1,4.0,4
group066,5,35,3,G,woman sitting reading a book in victorian clothes,8,4.0,4
group066,5,35,3,G,she is looking down at her book,7,4.0,4
group066,5,35,3,G,feet point left,3,4.0,4
group066,5,35,3,G,tail of her coat on right side,7,4.0,4
group066,5,35,3,G,she is sitting,3,4.0,4
group066,5,36,4,G,the snow blower,3,3.0,4
group066,5,37,4,E,box with bunny ears going down hill,7,4.0,4
group066,5,38,4,H,baby bundled up,3,3.0,4
group066,5,39,4,F,man sitting depressed hunched over,5,4.0,4
group066,5,40,4,J,man with arm pointing to the right,7,4.0,4
group066,5,40,4,J,straight line left side,4,4.0,4
group066,5,41,4,L,man squatting facing to the right,6,3.0,4
group066,5,41,4,L,hold a bowl,3,3.0,4
group066,5,41,4,L,holding*,1,3.0,4
group066,5,42,4,I,ice skating,2,3.0,4
group066,5,43,4,C,ghost / flying person,4,4.0,4
group066,5,44,4,A,zombie with one leg up,5,4.0,4
group066,5,45,4,K,lady on her knees,4,4.0,4
group066,5,45,4,K,feet point up,3,4.0,4
group066,5,45,4,K,arms out to the right,5,4.0,4
group066,5,46,4,D,man standing holding hat,4,4.0,4
group066,5,46,4,D,straight line to the right,5,4.0,4
group066,5,47,4,B,looks like a rat,4,4.0,4
group066,5,47,4,B,diamond on top,3,4.0,4
group066,5,47,4,B,bottom right of it is a triangle attached,8,4.0,4
group066,5,47,4,B,on top of a cliff,5,4.0,4
group066,5,47,4,B,triangle to the right,4,4.0,4
group066,5,48,5,A,"zombie, thriller, one leg up on the left",8,4.0,4
group066,5,49,5,E,bunny on the hill,4,3.0,4
group066,5,50,5,I,"ice skating, arms left, foot right",6,4.0,4
group066,5,51,5,D,"fully straight right side, facing left holding upside down top hat",11,4.0,4
group066,5,52,5,J,"fully straight left side, right side bowl and one foot, head centered",12,3.0,4
group066,5,53,5,F,sad person facing left,4,3.0,4
group066,5,53,5,F,sitting on ground,3,3.0,4
group066,5,54,5,B,"kneeling, arms outstretched both sides for a hug",8,4.0,4
group066,5,54,5,B,foot on left,3,4.0,4
group066,5,54,5,B,knees pointing right,3,4.0,4
group066,5,55,5,C,ghost,1,3.0,4
group066,5,55,5,C,flying,1,3.0,4
group066,5,56,5,K,"person facing right, fully kneeling holding bowl on right",9,4.0,4
group066,5,56,5,K,feet kicked up on left side,6,4.0,4
group066,5,56,5,K,2 heads stacked,3,4.0,4
group066,5,56,5,K,not arrow legs,3,4.0,4
group066,5,57,5,L,arrow legs,2,4.0,4
group066,5,57,5,L,facing right,2,4.0,4
group066,5,58,5,H,swaddled baby,2,3.0,4
group066,5,58,5,H,no arms,2,3.0,4
group066,5,59,5,G,snowblower,1,3.0,4
group066,5,60,6,K,Lady fully kneeling with bowl pointing to the right,9,4.0,4
group066,5,60,6,K,Not arrow legs,3,4.0,4
group066,5,60,6,K,Head stacked,2,4.0,4
group066,5,61,6,E,Box with bunny ears,4,4.0,4
group066,5,62,6,H,Baby swaddled!,2,3.0,4
group066,5,63,6,A,Zombie man,2,3.0,4
group066,5,64,6,L,Arrow legs,2,4.0,4
group066,5,65,6,J,Straight line on left side,5,3.0,4
group066,5,66,6,I,Ice skating!,2,3.0,4
group066,5,67,6,C,GHOST,1,3.0,4
group066,5,68,6,F,Down in the dumps,4,3.0,4
group066,5,69,6,B,"Kneeling, arms outstretched for a HUG",6,4.0,4
group066,5,70,6,G,Snowblower!,1,3.0,4
group066,5,71,6,D,LAST ONE. Upside-down top hat,5,4.0,4
group066,5,71,6,D,Straight right side,3,4.0,4
group067,5,0,1,J,the fat one with just 1 arm raised to the right,11,4.0,4
group067,5,0,1,J,also a foot going to the right,7,4.0,4
group067,5,1,1,L,"body like a zigzag, hand going to the right",9,3.0,4
group067,5,2,1,H,a bit like the fat one from the 1st round but slightly less fat,14,4.0,4
group067,5,2,1,H,the 2nd fattest lol,4,4.0,4
group067,5,2,1,H,no arm going to the right though,7,4.0,4
group067,5,2,1,H,no hands,2,4.0,4
group067,5,3,1,A,2 legs with the left left at '8pm' on a clock,11,3.0,4
group067,5,3,1,A,weird twisted shape,3,3.0,4
group067,5,3,1,A,square head going to the top right,7,3.0,4
group067,5,3,1,A,standing on 1 leg,4,3.0,4
group067,5,3,1,A,left leg up and to the left,7,3.0,4
group067,5,3,1,A,"right leg on floor, head falling off to the right",10,3.0,4
group067,5,4,1,B,triangle arm on right,4,4.0,4
group067,5,4,1,B,diamond 'tail' flat bottom,4,4.0,4
group067,5,4,1,B,right arm look like its breaking off,7,4.0,4
group067,5,4,1,B,both 'arms' out,3,4.0,4
group067,5,4,1,B,both arm up and right one 'breaking away',8,4.0,4
group067,5,4,1,B,from body,2,4.0,4
group067,5,5,1,F,this one looks like a man sitting down,8,4.0,4
group067,5,5,1,F,leg to the left,4,4.0,4
group067,5,5,1,F,looks sad and sulking lol,5,4.0,4
group067,5,5,1,F,just sat there bored,4,4.0,4
group067,5,5,1,F,no arms,2,4.0,4
group067,5,6,1,D,"this one looks a bit like a clergyman or priest, stood up with arm to the left",17,4.0,4
group067,5,7,1,C,body is at a diagonal with both arms waving in the air,12,4.0,4
group067,5,7,1,C,body leaning to the left,5,4.0,4
group067,5,8,1,G,"very strange shape, head nearly falling off to left",9,4.0,4
group067,5,8,1,G,has a single triangle bit bottom right,7,4.0,4
group067,5,8,1,G,legs to bottom left,4,4.0,4
group067,5,8,1,G,head kinda falling off to the left,7,4.0,4
group067,5,8,1,G,yep both arms to right,5,4.0,4
group067,5,8,1,G,"t1 above, 1 below",4,4.0,4
group067,5,9,1,E,looks like a bunny,4,4.0,4
group067,5,9,1,E,two ears above head,4,4.0,4
group067,5,10,1,K,"head like a diamond, only the bottom tip of head touching body",12,2.0,4
group067,5,10,1,K,body has a small tail to left,7,2.0,4
group067,5,10,1,K,yep tail stood up to left,6,2.0,4
group067,5,10,1,K,1 arm to right,4,2.0,4
group067,5,10,1,K,and sort of a snakey bottom,6,2.0,4
group067,5,11,1,I,looks like he's kung-fu kicking,5,2.0,4
group067,5,11,1,I,both arms to left,4,2.0,4
group067,5,11,1,I,"1 leg on floor, other going to the right",9,2.0,4
group068,5,0,1,I,It has a small diamond at the top and two small triangles to the left and what looks like a foot at the bottom,24,4.0,4
group068,5,0,1,I,It has a triangle as a tail at the middle right hand side,13,4.0,4
group068,5,1,1,A,It has what looks like 2 legs and feet at the bottom and a triangle at the top right hand side. It looks like a man stooped to the left,30,1.0,4
group068,5,1,1,A,One of the legs looks to be kicking,8,1.0,4
group068,5,2,1,D,It has a triangle at the top centre. It has a straight line to the right and a straight line at the bottom. There is a triangle under the diamond at the top.,33,1.0,4
group068,5,3,1,C,There are two straight lines parallel to each other at the bottom leaning towards the left.,16,4.0,4
group068,5,3,1,C,It has what look like arms raised and then a diamond on the top. It looks like someone with their hands and arms raised,24,4.0,4
group068,5,4,1,J,It has a diamond at the top and then a straight line underneath. It has another straight line towards the left.,21,4.0,4
group068,5,4,1,J,Underneath the diamond at the top there is a point pointing towards the right hand side,16,4.0,4
group068,5,5,1,B,There is a diamond at the top and then a triangle to the right hand side underneath.,17,3.0,4
group068,5,5,1,B,There is a point underneath the top diamond to the left,11,3.0,4
group068,5,5,1,B,It looks very disjointed,4,3.0,4
group068,5,5,1,B,It is attached by a small point,7,3.0,4
group068,5,6,1,F,It looks like a person sitting down with their knees bent underneath them.,13,3.0,4
group068,5,6,1,F,It has a triangle for a head at the top,10,3.0,4
group068,5,6,1,F,The legs are facing towards the left hand side,9,3.0,4
group068,5,6,1,F,No a diamond sorry,4,3.0,4
group068,5,7,1,H,It has a diamond as a head and then a triangle attached to a rectangle underneath,16,3.0,4
group068,5,7,1,H,There is a small triangle at the bottom right,9,3.0,4
group068,5,8,1,K,It has a diamond at the top and a further diamond underneath it,13,4.0,4
group068,5,8,1,K,Underneath the 2nd diamond there is a point towards the right hand side and a further point to the right under that,22,4.0,4
group068,5,8,1,K,The bottom of the picture is flat,7,4.0,4
group068,5,9,1,L,There  is a diamond at the top and what looks like a zig zag underneath with a sharp triangle towards the right hand side,24,2.0,4
group068,5,9,1,L,The bottom is flat and there is a triangle underneath the top,12,2.0,4
group068,5,10,1,E,It looks like someone sitting down with a bow in their hair,12,4.0,4
group068,5,10,1,E,The top is two triangles to look like a bow with a square underneath,14,4.0,4
group068,5,10,1,E,Then a large triangle under that,6,4.0,4
group068,5,11,1,G,There is a square to the left hand side at the top,12,4.0,4
group068,5,11,1,G,The bottom of the picture has a straight line with a right angle going towards the right,17,4.0,4
group068,5,11,1,G,There is a small triangle tagged on to the right hand side,12,4.0,4
group068,5,12,2,K,"there is a diamond on the top, next attached is another diamond underneath",13,4.0,4
group068,5,12,2,K,looks like it is facing the right with its arms(triangle) stretched out,12,4.0,4
group068,5,13,2,I,"it has a diamond on top, looks like it is facing the left",13,4.0,4
group068,5,13,2,I,standing on one leg,4,4.0,4
group068,5,13,2,I,with a tail (triangle) at the right end,8,4.0,4
group068,5,14,2,H,"it has a diamond on top, with a cylindrical body (rectangle pointing down)",13,4.0,4
group068,5,14,2,H,flat bottom that is further to the right away from the cylindrical body,13,4.0,4
group068,5,14,2,H,no arms,2,4.0,4
group068,5,14,2,H,hands gummed to the body,5,4.0,4
group068,5,15,2,G,"square top on the left, triangle attached on the right",10,2.0,4
group068,5,15,2,G,looks like a goal celebration on a soccer game,9,2.0,4
group068,5,15,2,G,facing the right,3,2.0,4
group068,5,15,2,G,knees on the ground with legs at the left,9,2.0,4
group068,5,16,2,E,two triangle attached at the top part of the diamond (which is at the center),15,3.0,4
group068,5,16,2,E,large right angle triangle on the bottom with the 90 degree at the left,14,3.0,4
group068,5,16,2,E,facing the right,3,3.0,4
group068,5,17,2,B,diamond top with a triangle attached at the right,9,3.0,4
group068,5,17,2,B,flat line to the left where the diamond and triangle was attached,12,3.0,4
group068,5,17,2,B,looks like a flat bottom with a triangle attached at the left,12,3.0,4
group068,5,18,2,L,diamond top,2,4.0,4
group068,5,18,2,L,looks like someone riding a bike,6,4.0,4
group068,5,18,2,L,facing the right,3,4.0,4
group068,5,18,2,L,straight back at the left,5,4.0,4
group068,5,18,2,L,slightly bent knees to the right,6,4.0,4
group068,5,19,2,A,"pointed top, with an attached diamond on the top right",10,3.0,4
group068,5,19,2,A,looks like standing on one leg,6,3.0,4
group068,5,19,2,A,with one leg up,4,3.0,4
group068,5,19,2,A,both foot facing the left,5,3.0,4
group068,5,20,2,J,"diamond on the top, flat surface immediately the diamond",9,4.0,4
group068,5,20,2,J,triangle at the right,4,4.0,4
group068,5,20,2,J,straight line at the left,5,4.0,4
group068,5,20,2,J,flat bottom,2,4.0,4
group068,5,21,2,D,diamond on the top,4,2.0,4
group068,5,21,2,D,looks like a priest preaching,5,2.0,4
group068,5,21,2,D,facing the left,3,2.0,4
group068,5,21,2,D,standing at the pupit,4,2.0,4
group068,5,22,2,F,diamond top,2,4.0,4
group068,5,22,2,F,"looks like someone sitting, facing the left",7,4.0,4
group068,5,22,2,F,with the knee slightly pushed up,6,4.0,4
group068,5,23,2,C,diamond top,2,4.0,4
group068,5,23,2,C,looks like the hands are raised up,7,4.0,4
group068,5,23,2,C,leaning to the left,4,4.0,4
group068,5,24,3,F,looks like a sitting person facing left,7,4.0,4
group068,5,25,3,C,looks like a person cheering with both arms up,9,4.0,4
group068,5,26,3,E,looks like a person sitting facing right with two triangles on their head,13,4.0,4
group068,5,27,3,G,"looks kind of like a person dancing - tilted square top left attached to a triangle, with another triangle attached by the point to the right",26,4.0,4
group068,5,27,3,G,"flat bottom, and a triangle attached by the point on the right",12,4.0,4
group068,5,28,3,A,"looks like a person facing left with one foot on the ground, one foot raised",15,3.0,4
group068,5,28,3,A,squared attached at the top right by a corner,9,3.0,4
group068,5,28,3,A,*square,1,3.0,4
group068,5,29,3,K,looks like a person kneeling and facing right,8,2.0,4
group068,5,29,3,K,pointy triangle on the right middle,6,2.0,4
group068,5,29,3,K,flat bottom,2,2.0,4
group068,5,29,3,K,head is a diamond sitting on another diamond,8,2.0,4
group068,5,30,3,B,top is a diamond sitting on it's point where two triangles meet,12,3.0,4
group068,5,30,3,B,also looks like a person kneeling and facing right,9,3.0,4
group068,5,30,3,B,"sharp point on the left, and pointy ""feet"" at the bottom left",12,3.0,4
group068,5,31,3,L,"looks like a dude skiing - flat bottom, two parallel diagonal lines for legs, triangle for the knees, sharp triangle for hands, diamond head",24,3.0,4
group068,5,31,3,L,facing right,2,3.0,4
group068,5,32,3,D,diamond on top sitting on a triangle same width as diamond,11,2.0,4
group068,5,32,3,D,straight line down the right side,6,2.0,4
group068,5,32,3,D,"flat bottom, small triangle at bottom left",7,2.0,4
